Clapeyron Database File
Twu like parameters
species,DIPPR Number,L,M,N,source
2-methyl-3-(1-methylethyl)phenol,,1.656713,0.998957073,0.580997268,
"isooctane~|~2,2,4-trimethylpentane",,0.467165,0.83327419,1.455618002,
cyclodecanone,,0.555888,0.869431849,1.708642965,
acetaldoxime,,1.378237,0.999968524,0.852149984,
"2,3-dimethylpyridine",,0.430848,0.826594251,1.62110219,
1-bromopropane~|~propyl bromide,,0.420426,0.821636157,1.340821014,
"tetramethylurea~|~1,1,3,3-tetramethyl urea",,0.280478,0.804133214,2.324591802,
3-ethylpyridine,,0.254018,0.851161591,2.470119623,
"1,2,3-propanetriyl tridodecanoate",,1.673072,0.952377618,1.322279439,
"2,3,3-trimethyl-1-butene",,0.43226,0.832748954,1.380406079,
"2,3-benzofuran",,0.510338,0.826222542,1.321180831,
"1,1,2,2,3,3,4,4-octafluoro-5-(1,1,2,3,3,3-hexafluoropropoxy)pentane",,0.384863,0.827351338,2.955622048,
ethyl 7h-perfluoroheptanoate,,0.878003,0.924614226,1.651262813,
"4,4-dimethyl-1-pentene",,0.671842,0.925132868,1.155087751,
"1,3,5,7,2,4,6,8-tetrazatetraphosphocine, 2,2,4,4,6,6,8,8-octafluoride",,0.941327,0.874003996,1.195848288,
"bis(trifluoromethyl)sulfide~|~methane, thiobis[trifluoro-",,0.462879,0.923654075,1.669520087,
acetyl chloride,,0.463692,0.814509668,1.317472839,
"1h,1h,5h-octafluoropentyl-1,1,2,2-tetrafluoroethylether",,0.914301,0.882896979,1.405828355,
"1,3-dibromopropane",,0.1927,0.844438681,2.64067646,
"1,1-dichloropropane",,0.398313,0.790769937,1.305559195,
trifluoromethanethiol,,0.993445,0.999781949,0.711867244,
"ethyltrimethylacetate~|~ethyl 2,2-dimethylpropanoate~|~2,2-dimethylpropanoic acid ethyl ester",,0.522849,0.809288381,1.497684585,
"2,2-dimethyl-1-propanethiol",,0.241074,0.842106956,2.13502075,
water-d2~|~heavywater~|~deuterium oxide,,0.51438,0.85723519,1.537401895,
r12~|~dichlorodifluoromethane,,0.433821,0.821212359,1.153994107,
"2-ethyl-m-xylene~|~2-ethyl-1,3-dimethylbenzene~|~1,3-dimethyl-2-ethylbenzene",,1.19989,0.999923465,0.75800666,
perfluoropentanoyl fluoride,,1.337915,0.999565752,0.71045552,
tetrachloroethene~|~tetrachloroethylene,,0.172854,0.850534364,2.54021886,
oxybis(difluoromethane)~|~bis(difluoromethyl) ether,,1.058585,0.994710397,0.821610162,
ethylcyclobutane,,0.725852,0.910537584,0.966025335,
"1,1-dimethylpropyl propanoate",,0.811135,0.938788421,1.463644618,
3-nonyne,,1.127619,0.941416539,0.841097839,
isobutyl acrylate~|~2-methylpropyl 2-propenoate~|~2-propenoicacid-2-methylpropylester,,0.999209,0.916262712,0.992122106,
benzene,,0.181395,0.824166031,2.062125558,
"1-methyl-3,5-bis(propan-2-yloxy)benzene",,1.374567,0.999448161,0.980954914,
3-acetoxyacetophenone,,1.01541,0.884176384,1.33299467,
1-myristyl-2-layryl-3-stearin,,1.605893,0.929505194,1.518570578,
butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,,0.254749,0.836474415,2.780738896,
2-butyl-3-hexylnaphthalene,,1.452555,0.999928215,0.924997024,
2-nitrobutane,,0.605895,0.806919787,1.233916886,
"1,1,2,2-tetrafluorobutan-3-one",,1.262332,0.749204244,0.756528862,
cis-4-methyl-2-pentene~|~(z)-4-methyl-2-pentene~|~4-methyl-cis-2-pentene,,1.139074,0.88509122,0.621976704,
1-bromo-3-isobutoxybenzene,,0.81861,0.896959471,1.466467842,
1-myristyl-2-capryl-3-stearin,,1.708382,0.946543445,1.374307196,
pentene~|~1-pentene,,1.014881,0.998521402,0.694786828,
3-methyl-1-pentene,,0.746354,0.976847794,1.102065162,
methyl 2-aminobenzoate,,0.623343,0.826898045,1.542994722,
"1,4-cyclohexadiene",,0.328299,0.816133471,1.563906683,
r21~|~chfcl2~|~dichlorofluoromethane,,0.206876,0.822710046,1.92450004,
perfluoro-4-methyl-2-pentene~|~perfluoro-2-methyl-3-pentene,,0.771341,0.870148667,1.350736791,
r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,,0.366116,0.837625015,1.478816773,
ccl4~|~tetrachloromethane~|~carbon tetrachloride,,0.427571,0.795855072,1.148062513,
"1,1,3-trimethylcyclohexane",,0.226191,0.828133702,2.225424835,
"perfluoro-n-butyl-n-methyl-1-butanamine~|~1-butanamine, 1,1,2,2,3,3,4,4,4-nonafluoro-n-(nonafluorobutyl)-n- (trifluoromethyl)-",,1.602658,0.999961678,0.758465143,
"palmitin, 3-lauro-2-myristo-1-",,1.623522,0.93737456,1.478722536,
phenanthridine,,1.271378,0.999779536,0.776296319,
"perfluoro-1,3-dimethylcyclohexane~|~1,1,2,2,3,3,4,5,5,6-decafluoro-4,6-bis(trifluoromethyl)cyclohexane",,0.656045,0.833726474,1.494915405,
"2,3-dimethyl-1-pentene",,0.64678,0.967348136,1.198324863,
"2,5-difluoronitrobenzene",,0.38655,0.848834485,2.567902424,
"3,3,4,4,5,5,6,6-octafluoro-2-methyl-2-hexanol",,1.954071,0.842731473,0.637223526,
isobutyl levulinate,,0.463522,0.846659364,2.603585028,
"2,3-dimethyl-1-butene",,1.156629,0.999509106,0.625720565,
"2,2,3,3-tetramethylpentane",,0.407918,0.807621723,1.519103833,
ethyl 2-methylbutanoate~|~2-methylbutanoic acid ethyl ester,,1.114622,0.93887094,0.855322601,
"perfluoro-2,3-dimethylbutane~|~butane, octafluoro-2,3-bis(trifluoromethyl)-",,1.373198,0.999892765,0.685679945,
1-methoxyisopropylacetate~|~1-methoxy-2-acetoxypropane~|~1-methoxy-2-propyl acetate~|~propylene glycol monomethyl ether acetate,,0.186765,0.816415186,3.190777837,
"2,2,3-trimethylhexane",,0.718762,0.845398634,1.094136265,
bis(tetrafluoropropyl) carbonate,,1.847852,0.944327878,0.728851206,
"1,1-dichloro-3,3,3-trifluoropropane",,0.419136,0.639262191,1.137929676,
carbonyl sulfide,,0.925583,0.999983399,0.544329696,
n-ethylacetamide,,1.083397,0.971719174,1.166899669,
2-chloronaphthalene,,0.725733,0.92563822,1.476952826,
1-palmityl-2-capryl-3-stearin,,1.950509,0.972041752,1.163911061,
2-nitropropane,,0.268898,0.818100537,2.054044117,
ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,,0.299174,0.844401392,2.641207199,
"r112~|~1,1,2,2-tetrachlorodifluoroethane~|~1,1,2,2-tetrachloro-1,2-difluoroethane~|~1,1,2,2-tetrachloro-1,2-difluoro-ethane",,0.23797,0.825023459,1.986169207,
(2-bromoethyl)cyclohexane,,0.451328,0.838132402,1.597229877,
2-cyclohexyloctane,,0.786284,0.889107873,1.652480316,
"(z)-1,1,1,4,4,4-hexafluorobut-2-ene",,1.068982,0.998236017,0.86105625,
methyl phenyl sulfide~|~1-phenyl-1-thiaethane,,1.136581,0.999950614,0.747608863,
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,,0.212997,0.833946944,2.639030919,
hcl~|~hydrogen chloride~|~hydrochloric acid,,0.715531,0.997978571,0.797094733,
isopropyl nitrite,,0.784249,0.999668503,0.785333754,
fluorine,,0.289774,0.906167281,1.342161284,
2-chlorobutane~|~sec-butyl chloride,,0.954149,0.899312661,0.747913722,
"1,2-dibromo-2-chloro-1,1,2-trifluroethane~|~1,2-dibromo-1-chloro-1,2,2-trifluoroethane",,0.261463,0.809572705,1.781768648,
"(z)-2,2-dimethyl-3-hexene~|~cis-2,2-dimethyl-3-hexene",,0.397153,0.818321525,1.555363628,
"1-butanethiol, 2-methyl-",,0.179479,0.846063939,2.613427144,
"4,7-methano-1h-indene, octahydro-, (3a.alpha.,4.alpha.,7.alpha.,7a.alpha.)-",,0.982588,0.999993973,0.884536874,
1-iodo-2-methylbenzene,,0.410137,0.867682003,1.843714431,
"3,4-difluoronitrobenzene",,0.391807,0.814938716,1.912319445,
ethene~|~ethylene~|~1-ethylene,,0.325698,0.85102929,1.169880032,
cyclohexane,,0.590624,0.816456968,0.981442254,
"pentane, undecafluoro-3-(trifluoromethyl)-",,1.311191,0.999970644,0.773467018,
1-nitropropane,,0.720253,0.844401914,1.107687273,
2-hexyne,,0.333021,0.814623259,1.791444617,
isobutyl iodide~|~1-iodo-2-methylpropane,,1.233918,0.999995194,0.565223673,
methacrolein~|~2-methyl-2-propenal~|~alpha-methylacrolein,,0.720113,0.896547235,0.976958392,
thiophene,,0.777076,0.820406755,0.756358346,
2-methyl-6-(1-methylethyl)phenol,,1.443025,0.999720844,0.653596004,
"3,4-dichloronitrobenzene~|~1,2-dichloro-4-nitrobenzene~|~3,4-dichloro-1-nitrobenzene",,1.265754,0.999983799,0.846913767,
n-heptyl levulinate,,0.846241,0.923296305,1.672937089,
cyclopentanamine~|~cyclopentylamine,,0.311521,0.865711175,2.315117961,
2-bromofluorene,,0.927256,0.891269222,1.164622471,
"2,6-xylenol~|~2,6-dimethylphenol",,1.098533,0.99998791,0.854207823,
thf~|~tetrahydrofuran,,0.76545,0.861529841,0.847904905,
1-(ethenyloxy)- propane,,0.9311,0.801291805,0.816729165,
"n,n-dimethylisopropylamine",,0.881608,0.892880943,0.838673067,
"1,1dimethoxypropylbenzene",,2.271896,0.708764589,0.360722938,
"dodecanoic acid, tricosafluoro-",,1.255225,0.462260137,1.317613429,
ethylcyclopropane,,0.744626,0.998004077,1.009890643,
"1,1,1-trifluoro-2-propanol",,1.513653,0.830350057,0.832633718,
m-cymene~|~.beta.-cymene~|~3-isopropyltoluene~|~1-methyl-3-(1-methylethyl)-benzene,,1.148171,0.998971782,0.779516209,
2-ethyl-4-methyl-1-pentanol,,1.220401,0.615001985,0.944592071,
"1,1-dimethoxycyclobutane",,1.219672,0.870441278,0.670354602,
n-methylpyrrolidine~|~1-methyl-pyrrolidine,,0.408272,0.899169361,1.909893121,
methylal~|~dimethoxymethane,,2.276147,0.997152758,0.284693123,
"r1243zf~|~3,3,3-trifluoropropene~|~3,3,3-trifluoro-1-propene~|~1,1,1-trifluoro-2-propene~|~3,3,3-trifluoropropylene (r1243zf)",,0.318326,0.840022821,1.757667173,
propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate~|~propanoic acid propyl ester,,0.236802,0.833259309,2.840445939,
"n,n-diethylethane-1,2-diamine",,0.45692,0.87316149,2.215287151,
"1,3-dimethyl-5-(1,1-dimethylethyl)benzene",,0.809014,0.847082973,1.174869032,
3-chlorophenol~|~m-chlorophenol,,0.616639,0.722000768,1.139166699,
octyne~|~1-octyne,,0.402203,0.799902959,1.660790689,
tert-butyl bromide~|~2-bromo-2-methylpropane,,0.373742,0.853864547,1.70675582,
"1,5-diphenyl-3-(2-phenylethyl)pentane",,1.496997,0.999730998,0.833711772,
"nonafluorobutyl ethyl ether~|~1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluorobutane",,1.232013,0.995354213,0.82587455,
s(+)-2-butanol,,1.381887,0.470736262,0.862459208,
(e)-2-hexene,,0.715161,0.901159342,1.104280372,
"n,n-dimethylthioformamide",,0.231685,0.836119734,2.787273174,
(phenylthiomethyl)benzene,,1.332538,0.942120311,0.705460629,
2-methylbenzonitrile,,0.361855,0.858308228,2.421340604,
"benzene, 1-chloro-3-(trifluoromethyl)-",,0.511199,0.886324275,1.772439073,
1-capryl-2-lauryl-3-myristin,,1.021098,0.857358997,2.435486847,
"1,1,1,2,2,3,3,4,4-nonafluorododecane",,0.825996,0.891004096,1.93913027,
2-methoxyethanol~|~2-methoxyethan-1-ol,,1.159595,0.999953639,0.866108171,
dibenzo-24-crown-8,,1.184453,0.909723198,1.674984222,
methylcyclohexane,,0.613516,0.834733549,1.024018905,
"2,3-dichlorophenol",,1.75209,0.000517222,0.489459746,
"1,3-dioxolane, 2-ethyl-2-methyl-",,1.121389,0.895892151,0.775045247,
ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,,0.218147,0.816062753,2.556188245,
1-palmityl-2-lauryl-3-stearin,,1.770618,0.885300434,1.346665593,
"r142b~|~1-chloro-1,1-difluoroethane",,0.219135,0.838954605,2.077554592,
propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,,0.231813,0.832134692,2.862109264,
tert-perfluorobutyl methyl ether,,0.573545,0.80955813,1.43249166,
1-methylpropyl hydroxyethanoate,,0.734221,0.912497102,1.774499321,
isobutylformate~|~2-methylpropyl methanoate,,0.445538,0.888457986,2.028339812,
3-methylcyclohexanone~|~dl-3-methylcyclohexanone,,0.435004,0.811421055,1.563934392,
(1-methyl-1-propoxyethyl)benzene,,1.938,0.908849706,0.416965747,
methylcyclohexanamine~|~n-methylcyclohexanamine~|~n-methylcyclohexylamine,,1.080131,0.870861041,0.734783769,
nitrogen,,0.127192,0.891188981,1.997276644,
bromodifluoromethane,,1.025937,0.911257561,0.632201146,
methylacetate~|~methyl ethanoate,,1.149402,0.999996982,0.716252072,
argon,,0.339322,0.861138938,0.825185915,
"2,2,2-trifluoroethanol",,1.596535,0.995617565,0.756175377,
2-butylbenzene~|~sec-butyl benzene~|~(1-methylpropyl)benzene,,1.164823,0.987594521,0.73798108,
oxygen,,0.240606,0.889529784,1.26781565,
"2,2,3-trimethylbutane~|~2,2,3-trimethyl-butane",,0.343046,0.814397125,1.547378418,
2-methyl-2-pentene,,1.001886,0.923188929,0.77201678,
butane~|~n-butane,,0.465153,0.847493295,1.201037616,
furan,,0.928036,0.856026338,0.683110292,
perfluorocyclopentane,,0.985739,0.975423638,0.939317869,
"pentane, 2-pentoxy-2,4,4-trimethyl-",,1.149883,0.999281265,1.00308443,
"4-methoxybenzoic acid, methyl ester",,0.625535,0.806237128,1.632979164,
(1-methoxy-1-methylethyl)benzene,,1.260738,0.808215429,0.591185505,
"octadecanoic acid, 2-[(1-oxohexadecyl)oxy]-3-[(1-oxotetradecyl)oxy]propyl ester",,1.655555,0.905770983,1.48237584,
3-methylbutanal~|~3-methylbutyraldehyde,,1.049913,0.997928231,0.755802816,
4-methylphenanthrene,,0.497828,0.815236372,1.77986924,
"1,1-dimethylethyl benzoate",,0.259541,0.81875189,2.686999426,
methane,,0.152824,0.909319677,1.805638307,
n-(cyclopropylmethyl)-imidazole,,0.650883,0.945609064,1.389085569,
cesium,,0.108912,0.936117992,1.137399624,
"1,3-dibromobutane",,1.166611,0.999727802,0.770905867,
2-phenylnaphthalene,,0.339885,0.814430651,2.368062768,
2-ethyl-1-butene,,1.076923,0.965633099,0.705470754,
"oxetane~|~1,3-propylene oxide",,0.177575,0.85588272,2.457637715,
"1,2,3,4-tetrahydro-2,6-dimethyl-7-octylnaphthalene",,1.434078,0.999357474,0.993378762,
"1,4-difluorobenzene",,0.2095,0.852034852,2.516965062,
1-bromo-2-iodobenzene,,0.776683,0.849513692,0.908889295,
butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,,0.37739,0.85333957,2.496183976,
2-tert-amylphenol,,1.501811,0.992923655,0.637671076,
imidazole~|~1h-imidazole,,0.750981,0.923692906,1.669352935,
9(9h)-fluorenone,,0.584293,0.8289911,1.547584929,
(4-octyldodecyl)cyclopentane,,0.963742,0.896492016,1.938560871,
n-butyl acrylate~|~butyl 2-propenoate~|~2-propenoicacidbutylester,,0.261501,0.833405721,2.837862527,
cyclobutene,,0.215306,0.861504231,1.717090027,
1-methyl-1h-pyrazole,,0.41176,0.861502349,1.887069174,
"tert-butylcyclohexane~|~1,1-dimethylethylcyclohexane",,0.369146,0.800493285,1.66327857,
aziridine~|~ethylenimine~|~ethyleneimine~|~azacyclopropane,,0.26455,0.855728298,2.459911097,
5-methyl-2-nitrophenol,,0.142552,0.788238644,2.259592658,
3-butyl-4-hexylbicyclo[4.3.0]nonane,,1.06719,0.951649707,1.324331718,
(e)-3-methyl-2-pentene~|~3-methyl-trans-2-pentene~|~trans-3-methyl-2-pentene,,0.5323,0.923693627,1.669258838,
"oxazole~|~1,3-oxazole",,0.907689,0.999983166,0.867411737,
2-undecanone,,0.367985,0.792917772,2.363204801,
"o-dichloro benzene~|~1,2-dichlorobenzene",,0.59324,0.855523256,1.212157905,
"1-amino-2,4,6-trinitrobenzene",,1.335757,0.880959774,1.063607273,
bromopentafluorobenzene,,0.831984,0.929240725,1.265433355,
"1-methoxy-nonafluorobutane~|~nonafluorobutyl methyl ether~|~methyl nonafluoro-n-butyl ether~|~1,1,1,2,2,3,3,4,4-nonafluoro-5-oxahexane",,0.866707,0.859001211,1.237817723,
p-cumylphenol~|~4-(1-methyl-1-phenylethyl)phenol~|~4-(1-methyl-1-phenylethyl)-phenol,,1.891549,0.905901774,0.570722531,
2-bromonaphthalene,,0.36176,0.864631644,2.330150136,
2-(1-methylpropylthio)butane,,0.358134,0.857092938,2.355054098,
(+)-fenchone,,0.285557,0.826231917,1.958261294,
perfluoromethyl vinyl ether,,0.0,0.378626717,0.91701914,
1-methylethyl hexanoate,,2.121502,0.998827924,0.428323053,
ethyl phenylacetate~|~phenylacetic acid ethyl ester,,0.336374,0.809445369,2.417549939,
pentafluoro(trifluoromethyl)sulfur,,0.624447,0.829779351,1.07568973,
2-methylthiacyclopentane~|~2-methyl-thiacyclopentane~|~tetrahydro-2-methylthiophene,,0.805837,0.91528269,0.878262303,
"ethyl tert-amyl ether~|~ethyl tert-pentyl ether~|~4,4-dimethyl-3-oxahexane~|~1,1-dimethylpropyl ethyl ether",,0.372094,0.836827144,1.884744769,
"1,2-dichlorooctane",,1.136338,0.999958159,0.896524188,
"n,n-dimethyl-2-pyridinamine",,1.25637,0.999858548,0.71159628,
l-carvone,,0.596437,0.886673219,2.04892204,
(z)-3-hexen-1-ol,,1.606938,0.998851311,0.731053677,
2-ethylheptanoic acid,,0.505281,0.83060723,2.890555549,
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,,0.998374,0.998515447,0.90589259,
"2-(1,1-dimethylethyl)-5-methylphenol",,0.651489,0.800990734,1.520970905,
3-bromopyridine,,1.102843,0.997234871,0.69266192,
2-(2-propoxyethoxy)ethanol~|~diethylene glycol monopropyl ether,,1.287767,0.990774012,0.932206475,
benzophenone,,0.333329,0.810378195,2.304841851,
methylacrylate~|~methyl propenoate~|~2-propenoic acid methyl ester,,1.068864,0.998748072,0.789508939,
"2,2,4-trimethyl-2-pentene~|~2,4,4-trimethyl-2-pentene",,1.051837,0.999990407,0.784939156,
10-methyleicosane,,1.314533,0.971481008,1.166630449,
propyl nitrite,,0.738996,0.999739923,0.875444992,
"3,6-dioxaoctane~|~1,2-diethoxyethane",,0.249712,0.825650519,2.990832108,
n-(2-methylpropyl)-imidazole,,2.496105,0.645320164,0.2907415,
2-chloropropanoic acid,,1.2598,0.854881505,0.92030462,
"tert-butylacetate~|~1,1-dimethylethyl ethanoate",,0.191967,0.8327867,2.849653474,
bis(2-bromoethyl)ether,,1.175826,0.999996309,0.815947945,
1-pentadecene,,0.475829,0.810651609,2.383108145,
isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,,0.849382,0.871109782,1.037545189,
diisopropyl ether~|~di-isopropyl ether,,1.278145,0.999999162,0.641724804,
"1,4-dioxaspiro[4.5]decane",,0.484934,0.83522013,1.634524642,
benzonitrile,,0.298486,0.807464734,1.990614731,
2-butyl-1-hexylhexahydroindan,,1.438648,0.999678986,0.945024265,
"1,4-dimethylcyclohexane~|~trans-1,4-dimethylcyclohexane",,0.495134,0.83249096,1.300622836,
"trans-1,3-dimethylcyclopentane~|~(1r,3r)-1,3-dimethylcyclopentane",,0.292136,0.838940868,1.885371955,
ethylamine~|~ethanamine,,1.476496,0.99997696,0.501659185,
tetramethylsilane,,0.156645,0.847838162,2.5841629,
7-methylquinoline,,0.647682,0.762792267,1.315420519,
chlorocyclopentane,,0.2034,0.854516928,2.478447882,
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,,0.189627,0.830325417,2.897130987,
methylbutyl ether~|~butyl methyl ether~|~methyl-n-butylether~|~methyl n-butyl ether,,0.204917,0.846113948,2.612592582,
trifluoroacetic acid~|~trifluoroethanoic acid,,0.345315,0.845076767,2.629476205,
butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,,0.257483,0.830960831,2.883809852,
"2,2-diethoxypropane",,0.747107,0.898569527,1.916266968,
1-chloro-2-ethylbenzene,,0.614142,0.878559502,1.35265459,
dimethyl carbonate~|~carbonic acid dimethyl ester,,0.323645,0.806701328,1.82095203,
methacrylonitrile~|~isopropenylnitrile,,0.246531,0.872682596,2.22124504,
"1,1-diphenyltetradecane",,1.791494,0.998774528,0.946509912,
(1-cyclohexyloxyethyl)benzene,,0.937141,0.847606632,1.067517273,
"1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoro-7-(1,1,2,3,3,3-hexafluoropropoxy)heptane",,0.651076,0.86431285,2.334763489,
"6-butyl-7-hexyl-1,2,3,4-tetrahydronaphthalene",,1.000795,0.927254961,1.614674573,
diphenyl carbonate,,0.930415,0.93081763,1.434138436,
"n,n,n'-trimethylurea",,0.588989,0.446830725,1.413923614,
"2,6-dimethyl-3-octyldecahydronaphthalene",,1.409065,0.999687347,0.950166185,
1-chlorobutane~|~butyl chloride~|~n-butyl chloride,,0.297455,0.823918731,1.817948518,
pentyl levulinate,,0.422822,0.837152547,2.768311299,
"1,2,3-trimethylbenzene",,1.005557,0.966971829,0.881749959,
"1,3-dioxolane, 2-methyl-2-pentyl-",,1.041832,0.94527392,1.088453445,
1-iodohexane~|~1-iodo-hexane,,0.301889,0.848686862,2.396368614,
trans-bicyclo[3.3.0]octane,,0.915731,0.361396401,0.667184457,
bicyclo[4.1.0]heptane,,1.601478,0.983345819,0.454700106,
"1,4,7,10,13,16-hexaoxacyclooctadecane",,1.181334,0.912715889,1.021814163,
trichloronitromethane,,1.392872,0.99720429,0.580057254,
mm~|~hexamethyldisiloxane,,0.213137,0.830954908,2.884210112,
9-methyl-9h-fluorene,,1.123749,0.961458675,0.864570823,
carbon monoxide,,0.993819,0.999990496,0.416561551,
r116~|~perfluoroethane~|~hexafluoroethane,,0.506825,0.826828382,1.224304913,
pentafluorodimethyl ether ~|~difluoromethoxytrifluoromethane~|~(difluoromethoxy)trifluoromethane~|~difluoromethyl trifluoromethyl ether,,0.098492,0.819102439,3.12012922,
"1,6-dichlorohexane",,0.215863,0.812515041,2.682152362,
pentyne~|~1-pentyne,,0.642809,0.998771036,1.002144221,
"(1r,3s)-1-ethyl-3-methylcyclohexane",,0.419222,0.818218098,1.566360214,
perfluorohexane~|~n-perfluorohexane~|~perfluoro-n-hexane,,0.249272,0.828791603,2.927367077,
2-butenoic acid~|~(z)-2-butenoic acid,,0.720242,0.886688083,2.048811411,
"2,2,5-trimethylhexane",,0.611509,0.824808939,1.28179037,
1-bromo-3-fluorobenzene,,0.670659,0.823341345,0.996335639,
.gamma.-decalactone,,0.762422,0.831711781,1.444680936,
1-ethyl-1-methylcyclopentane~|~1-methyl-1-ethylcyclopentane,,0.179813,0.847628465,2.587591545,
2-ethylhexanoic acid~|~2-ethyl-hexanoic acid,,1.52693,0.999988151,0.940284095,
"2,3-dihydrobenzo[b]furan",,0.411071,0.813663661,1.65687328,
9-(2-cyclohexylethyl)heptadecane,,1.23144,0.940122544,1.448326223,
1-chloro-2-propanol,,0.623087,0.887918816,2.034501941,
cyclodecane,,1.094957,0.998916751,0.728916342,
isobutanal~|~2-methylpropanal,,2.012808,0.629703434,0.344337911,
dioctylamine~|~di-n-octylamine~|~octyl-1-octanamine~|~n-octyl-1-octanamine,,1.229737,0.969030561,1.18625132,
"r113a~|~1,1,1-trichlorotrifluoroethane~|~1,1,1-trichloro-2,2,2-trifluoroethane",,0.174868,0.849499618,2.557270053,
"1,3-diiodobenzene",,1.336018,0.903123334,0.508667828,
"1,11-diaminoundecane",,0.776512,0.755205655,1.460942075,
chlorobenzene~|~monochlorobenzene,,0.381062,0.818023238,1.458533293,
"linalool~|~3,7-dimethyl-1,6-octadien-3-ol",,0.633702,0.590688206,1.176724919,
"1,12-dodecanediamine",,1.01655,0.740128963,1.15311375,
"1,4-fluoroiodobenzene",,0.794334,0.887601139,0.960650785,
heptyl acetate~|~n-heptyl acetate~|~heptyl ethanoate~|~aceticacidheptylester,,0.624473,0.803657851,1.646509689,
"r115~|~chloroperfluoroethane~|~chloropentafluoroethane~|~1-chloro-1,1,2,2,2-pentafluoroethane",,0.461023,0.822539622,1.29868941,
"isoprene~|~2-methyl-1,3-butadiene",,0.712802,0.848471355,0.898518513,
"1,3,5-trichlorobenzene",,1.001267,0.924593931,0.872380883,
m-ethyltoluene~|~1-methyl-3-ethylbenzene~|~1-ethyl-3-methylbenzene,,0.222815,0.840518083,2.704646737,
3-butyl-10-hexylbicyclo[4.4.0]decane,,1.472474,0.999732096,0.967856867,
4-vinylcyclohexene~|~4-ethenylcyclohexene,,0.422305,0.817870352,1.323242784,
"2,6-di-tert-butylphenol",,1.436811,0.999860828,0.693472342,
